datetime,symbol,open,high,low,close,volume
2021-05-27 19:00:00,BINANCE:LPTBNB,0.08416,0.0957,0.07556,0.08188,15805.6
2021-05-28 19:00:00,BINANCE:LPTBNB,0.08188,0.08276,0.06952,0.0755,21566.0
2021-05-29 19:00:00,BINANCE:LPTBNB,0.0762,0.07997,0.06952,0.07044,8657.1
2021-05-30 19:00:00,BINANCE:LPTBNB,0.0723,0.07498,0.0667,0.0688,3752.7
2021-05-31 19:00:00,BINANCE:LPTBNB,0.06879,0.174,0.06623,0.0704,34178.8
2021-06-01 19:00:00,BINANCE:LPTBNB,0.0704,0.07862,0.06502,0.06765,2897.4
2021-06-02 19:00:00,BINANCE:LPTBNB,0.07026,0.08999,0.06513,0.07269,23948.0
2021-06-03 19:00:00,BINANCE:LPTBNB,0.0728,0.07909,0.07,0.07141,178017.8
2021-06-04 19:00:00,BINANCE:LPTBNB,0.07211,0.0745,0.06237,0.06997,14791.8
2021-06-05 19:00:00,BINANCE:LPTBNB,0.06994,0.07115,0.06441,0.06508,158117.7
2021-06-06 19:00:00,BINANCE:LPTBNB,0.06483,0.07098,0.06296,0.06926,10928.6
2021-06-07 19:00:00,BINANCE:LPTBNB,0.06885,0.07624,0.06764,0.07327,12027.4
2021-06-08 19:00:00,BINANCE:LPTBNB,0.07328,0.07627,0.0711,0.07457,4449.0
2021-06-09 19:00:00,BINANCE:LPTBNB,0.07439,0.07937,0.07379,0.07787,9422.0
2021-06-10 19:00:00,BINANCE:LPTBNB,0.07751,0.07965,0.07072,0.07522,9073.5
2021-06-11 19:00:00,BINANCE:LPTBNB,0.0761,0.07848,0.07304,0.07525,4571.1
2021-06-12 19:00:00,BINANCE:LPTBNB,0.07525,0.07958,0.073,0.07413,3469.3
2021-06-13 19:00:00,BINANCE:LPTBNB,0.07376,0.07796,0.07208,0.07375,4214.4
2021-06-14 19:00:00,BINANCE:LPTBNB,0.07342,0.07437,0.0709,0.07254,6307.3
2021-06-15 19:00:00,BINANCE:LPTBNB,0.07254,0.07641,0.0722,0.07304,7693.0
2021-06-16 19:00:00,BINANCE:LPTBNB,0.0729,0.0729,0.07,0.07039,1822.7
2021-06-17 19:00:00,BINANCE:LPTBNB,0.07001,0.0738,0.06929,0.07179,9490.5
2021-06-18 19:00:00,BINANCE:LPTBNB,0.07192,0.07316,0.07012,0.07288,940.6
2021-06-19 19:00:00,BINANCE:LPTBNB,0.07337,0.0803,0.07218,0.07408,1731.8
2021-06-20 19:00:00,BINANCE:LPTBNB,0.074,0.08076,0.07113,0.0745,23591.2
2021-06-21 19:00:00,BINANCE:LPTBNB,0.07345,0.11832,0.07056,0.09639,19835.8
2021-06-22 19:00:00,BINANCE:LPTBNB,0.09729,0.12213,0.07828,0.08226,41244.9
2021-06-23 19:00:00,BINANCE:LPTBNB,0.08211,0.08727,0.07248,0.07544,62527.0
2021-06-24 19:00:00,BINANCE:LPTBNB,0.07476,0.07759,0.06986,0.071,34276.0
2021-06-25 19:00:00,BINANCE:LPTBNB,0.07054,0.07489,0.065,0.0665,72425.3
2021-06-26 19:00:00,BINANCE:LPTBNB,0.06601,0.07369,0.06598,0.0705,34091.3
2021-06-27 19:00:00,BINANCE:LPTBNB,0.06915,0.06983,0.06583,0.06721,5030.0
2021-06-28 19:00:00,BINANCE:LPTBNB,0.06701,0.06895,0.06542,0.067,3163.4
2021-06-29 19:00:00,BINANCE:LPTBNB,0.06765,0.077,0.06365,0.06474,6221.3
2021-06-30 19:00:00,BINANCE:LPTBNB,0.06537,0.06659,0.0629,0.0638,4366.4
2021-07-01 19:00:00,BINANCE:LPTBNB,0.0638,0.06546,0.06005,0.06031,4122.5
2021-07-02 19:00:00,BINANCE:LPTBNB,0.06069,0.06446,0.05997,0.06068,4630.7
2021-07-03 19:00:00,BINANCE:LPTBNB,0.05991,0.0613,0.05811,0.05926,3514.4
2021-07-04 19:00:00,BINANCE:LPTBNB,0.05961,0.06045,0.05605,0.05653,1647.8
2021-07-05 19:00:00,BINANCE:LPTBNB,0.05657,0.05709,0.0535,0.0535,2824.1
2021-07-06 19:00:00,BINANCE:LPTBNB,0.05329,0.05417,0.05125,0.05242,2677.4
2021-07-07 19:00:00,BINANCE:LPTBNB,0.05264,0.05456,0.04931,0.05324,3095.9
2021-07-08 19:00:00,BINANCE:LPTBNB,0.05209,0.05318,0.05004,0.05004,1767.3
2021-07-09 19:00:00,BINANCE:LPTBNB,0.05046,0.05277,0.04913,0.04922,2323.9
2021-07-10 19:00:00,BINANCE:LPTBNB,0.04919,0.0499,0.04771,0.04927,1441.1
2021-07-11 19:00:00,BINANCE:LPTBNB,0.04828,0.04915,0.04617,0.04656,1640.8
2021-07-12 19:00:00,BINANCE:LPTBNB,0.04652,0.04784,0.04551,0.04692,2251.2
2021-07-13 19:00:00,BINANCE:LPTBNB,0.04739,0.04869,0.04425,0.04675,1866.6
2021-07-14 19:00:00,BINANCE:LPTBNB,0.04641,0.04904,0.04175,0.04275,1243.4
2021-07-15 19:00:00,BINANCE:LPTBNB,0.04241,0.04528,0.03968,0.04106,5308.9
2021-07-16 19:00:00,BINANCE:LPTBNB,0.04023,0.05729,0.03992,0.04676,19623.5
2021-07-17 19:00:00,BINANCE:LPTBNB,0.04664,0.04709,0.04177,0.04296,2354.7
2021-07-18 19:00:00,BINANCE:LPTBNB,0.04296,0.04347,0.0405,0.04151,4033.0
2021-07-19 19:00:00,BINANCE:LPTBNB,0.04177,0.04335,0.04067,0.04191,3327.8
2021-07-20 19:00:00,BINANCE:LPTBNB,0.04171,0.04357,0.03903,0.03938,7579.4
2021-07-21 19:00:00,BINANCE:LPTBNB,0.039,0.04302,0.03859,0.03888,7145.3
2021-07-22 19:00:00,BINANCE:LPTBNB,0.03882,0.04166,0.03879,0.04027,4763.2
2021-07-23 19:00:00,BINANCE:LPTBNB,0.04048,0.04352,0.03895,0.03998,3447.5
2021-07-24 19:00:00,BINANCE:LPTBNB,0.04042,0.04183,0.03975,0.04011,1921.3
2021-07-25 19:00:00,BINANCE:LPTBNB,0.0408,0.04285,0.03808,0.0402,6836.6
2021-07-26 19:00:00,BINANCE:LPTBNB,0.04093,0.05,0.0402,0.04743,14410.1
2021-07-27 19:00:00,BINANCE:LPTBNB,0.04711,0.04711,0.04357,0.04468,6181.1
2021-07-28 19:00:00,BINANCE:LPTBNB,0.04528,0.0561,0.04411,0.05136,16216.3
2021-07-29 19:00:00,BINANCE:LPTBNB,0.05119,0.06993,0.05048,0.05926,41002.8
2021-07-30 19:00:00,BINANCE:LPTBNB,0.05911,0.06584,0.056,0.05616,11102.1
2021-07-31 19:00:00,BINANCE:LPTBNB,0.05625,0.05707,0.04985,0.05067,6525.0
2021-08-01 19:00:00,BINANCE:LPTBNB,0.05106,0.05282,0.05032,0.05153,2660.8
2021-08-02 19:00:00,BINANCE:LPTBNB,0.05102,0.05181,0.04826,0.04925,4981.8
2021-08-03 19:00:00,BINANCE:LPTBNB,0.0492,0.05219,0.0492,0.05089,3234.1
2021-08-04 19:00:00,BINANCE:LPTBNB,0.05152,0.05202,0.04834,0.04854,4365.9
2021-08-05 19:00:00,BINANCE:LPTBNB,0.04854,0.05145,0.04854,0.0501,2955.1
2021-08-06 19:00:00,BINANCE:LPTBNB,0.0501,0.05083,0.0471,0.04749,3183.2
2021-08-07 19:00:00,BINANCE:LPTBNB,0.0477,0.06279,0.04755,0.05319,18581.9
2021-08-08 19:00:00,BINANCE:LPTBNB,0.05401,0.05886,0.05187,0.05295,10562.0
2021-08-09 19:00:00,BINANCE:LPTBNB,0.0529,0.05513,0.05032,0.05134,4147.9
2021-08-10 19:00:00,BINANCE:LPTBNB,0.05119,0.05243,0.0458,0.04696,10057.3
2021-08-11 19:00:00,BINANCE:LPTBNB,0.04704,0.04836,0.04618,0.04768,2836.4
2021-08-12 19:00:00,BINANCE:LPTBNB,0.04731,0.04877,0.0465,0.04659,2510.5
2021-08-13 19:00:00,BINANCE:LPTBNB,0.0467,0.05155,0.04621,0.04858,6721.9
2021-08-14 19:00:00,BINANCE:LPTBNB,0.04897,0.04962,0.04785,0.04863,1850.8
2021-08-15 19:00:00,BINANCE:LPTBNB,0.04819,0.049,0.04585,0.04681,2794.8
2021-08-16 19:00:00,BINANCE:LPTBNB,0.04653,0.04653,0.04512,0.04602,3120.7
2021-08-17 19:00:00,BINANCE:LPTBNB,0.04529,0.04722,0.04438,0.0466,2589.7
2021-08-18 19:00:00,BINANCE:LPTBNB,0.04606,0.05578,0.04379,0.04874,7158.4
2021-08-19 19:00:00,BINANCE:LPTBNB,0.04915,0.05686,0.04724,0.04727,10166.7
2021-08-20 19:00:00,BINANCE:LPTBNB,0.04808,0.05103,0.04759,0.04996,3133.5
2021-08-21 19:00:00,BINANCE:LPTBNB,0.04967,0.05009,0.04759,0.04843,2992.8
2021-08-22 19:00:00,BINANCE:LPTBNB,0.04856,0.04873,0.04203,0.04378,4243.9
2021-08-23 19:00:00,BINANCE:LPTBNB,0.04369,0.04598,0.04178,0.042,2756.3
2021-08-24 19:00:00,BINANCE:LPTBNB,0.04238,0.04279,0.04107,0.04142,3335.5
2021-08-25 19:00:00,BINANCE:LPTBNB,0.04157,0.04172,0.03851,0.03871,3003.29
2021-08-26 19:00:00,BINANCE:LPTBNB,0.03868,0.04215,0.03747,0.04132,4848.64
2021-08-27 19:00:00,BINANCE:LPTBNB,0.041,0.0413,0.03977,0.04042,1965.59
2021-08-28 19:00:00,BINANCE:LPTBNB,0.04066,0.04323,0.0391,0.0429,3426.66
2021-08-29 19:00:00,BINANCE:LPTBNB,0.04317,0.0437,0.04048,0.04218,4827.42
2021-08-30 19:00:00,BINANCE:LPTBNB,0.04277,0.04685,0.04185,0.04389,5923.81
2021-08-31 19:00:00,BINANCE:LPTBNB,0.04405,0.04442,0.04276,0.04313,3406.85
2021-09-01 19:00:00,BINANCE:LPTBNB,0.04309,0.04423,0.04197,0.04201,3876.23
2021-09-02 19:00:00,BINANCE:LPTBNB,0.04208,0.04339,0.04166,0.04284,2312.93
2021-09-03 19:00:00,BINANCE:LPTBNB,0.0428,0.04441,0.04121,0.0413,2360.35
2021-09-04 19:00:00,BINANCE:LPTBNB,0.04186,0.04402,0.04153,0.04361,2945.76
2021-09-05 19:00:00,BINANCE:LPTBNB,0.04367,0.04617,0.04269,0.04552,7241.01
2021-09-06 19:00:00,BINANCE:LPTBNB,0.04568,0.05057,0.04308,0.04654,13970.28
2021-09-07 19:00:00,BINANCE:LPTBNB,0.04674,0.04847,0.04333,0.04539,13952.28
2021-09-08 19:00:00,BINANCE:LPTBNB,0.04528,0.04849,0.04306,0.04468,66607.87
2021-09-09 19:00:00,BINANCE:LPTBNB,0.04468,0.04522,0.04259,0.04351,28508.93
2021-09-10 19:00:00,BINANCE:LPTBNB,0.04288,0.04414,0.04225,0.04307,2126.31
2021-09-11 19:00:00,BINANCE:LPTBNB,0.04347,0.04617,0.0427,0.04474,4919.21
2021-09-12 19:00:00,BINANCE:LPTBNB,0.04449,0.04553,0.04301,0.04314,5110.35
2021-09-13 19:00:00,BINANCE:LPTBNB,0.04339,0.04539,0.04307,0.04426,4108.04
2021-09-14 19:00:00,BINANCE:LPTBNB,0.04459,0.04583,0.04281,0.04425,4136.98
2021-09-15 19:00:00,BINANCE:LPTBNB,0.04426,0.04536,0.04343,0.0442,4362.57
2021-09-16 19:00:00,BINANCE:LPTBNB,0.04396,0.04752,0.04385,0.04662,8275.46
2021-09-17 19:00:00,BINANCE:LPTBNB,0.04688,0.04763,0.04512,0.04626,3268.02
2021-09-18 19:00:00,BINANCE:LPTBNB,0.04607,0.04674,0.04326,0.0444,2547.99
2021-09-19 19:00:00,BINANCE:LPTBNB,0.04439,0.04697,0.04326,0.04677,10483.98
2021-09-20 19:00:00,BINANCE:LPTBNB,0.0466,0.047,0.04346,0.04587,24645.64
2021-09-21 19:00:00,BINANCE:LPTBNB,0.04574,0.04633,0.0454,0.04584,327.61
